OBP Difference,AVG Difference,SLG Difference,OPS Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
0.003,-0.007,0.051,0.054,-0.89,-0.714,1.3,0.3,1,89,0,0
0.011,0.019,0.079,0.089,0.22,0.45,0,-0.6,1,80,0,1
0.032,0.048,0.078,0.111,2.83,0.944,-1.4,-2.8,5,151,0,1
0.014,0.015,0.003,0.018,0.86,0.351,1.4,-0.7,0,-41,-1,1
0.01,0.017,0.064,0.073,-0.39,-0.972,0.9,0.8,0,79,1,1
0.062,0.032,-0.039,0.022,2.25,0.185,1.7,3.2,2,-86,0,1
-0.013,0.01,-0.024,-0.036,-2.53,-1.323,-2.5,1.3,-1,-70,0,0
0.021,0.029,0.002,0.023,2.35,-0.358,4.7,2.4,5,54,1,1
-0.003,-0.018,-0.02,-0.023,0.81,0.833,0.9,0.9,0,-49,0,1
0.026,0.034,0.014,0.04,2.32,-0.329,-2.2,-1.8,5,206,1,0
0.058,0.021,0.104,0.162,-0.46,-0.412,0.9,2,1,3,0,1
0.015,0.013,0.001,0.015,0.48,0.477,-1.3,-2,-2,-66,-1,0
-0.008,0.002,0.068,0.06,5.52,1.819,0.5,-0.6,-1,8,0,1
-0.015,-0.015,-0.072,-0.087,0.15,-0.62,0.7,0.7,2,-42,-1,1
0.015,0.019,0.054,0.069,4.54,1.949,2.6,2,1,94,0,1
0.013,0.02,0,0.013,2.05,1.446,-2,-2.2,5,155,1,0
0.039,0.02,0.021,0.059,0.73,2.455,-3,-2,0,-33,-2,1
0.012,0.013,0.066,0.079,1.29,0.448,7.1,1,1,83,2,1
0.058,0.055,0.028,0.086,-3.35,-1.483,-4,1.8,2,-82,1,0
-0.023,0.002,-0.01,-0.033,1.02,1.133,-4.2,-0.2,-1,-72,-1,0
-0.018,-0.041,-0.073,-0.089,-0.82,0.259,-0.1,0.6,2,-33,1,0
0.022,0.039,0.085,0.106,-1.96,-0.856,3.6,0,2,40,2,1
-0.065,-0.036,-0.021,-0.087,-1.9,-1.311,2.9,1.4,0,16,1,1
-0.035,-0.026,-0.063,-0.098,-2.04,-3.226,6.1,2,1,-36,-2,1
-0.032,-0.041,-0.064,-0.097,1.09,0.705,-2.9,-0.4,0,87,-1,1
0.038,0.036,0.081,0.118,-0.44,0.038,-4.4,1.2,1,96,1,1
0.017,0.029,0.006,0.023,-1.56,-0.725,-0.9,1,1,-31,-1,1
0.019,0.009,0.087,0.105,3.1,2.942,4.2,-0.4,3,116,1,1
0.015,0.045,0.018,0.033,-2.93,-1.655,-3.5,1.6,-2,-82,0,0
-0.016,-0.017,-0.011,-0.026,1.08,-1.216,-4.5,-2.5,3,185,0,0
-0.008,0.034,-0.004,-0.013,-2.55,-2.086,-1,1.2,1,-87,-3,1
0.019,0.013,0.005,0.024,-0.03,0.7,1.1,-2,3,17,0,1
0.01,0.026,0.071,0.08,-1.59,-0.373,-1.2,-1.6,1,18,0,0
-0.027,-0.028,-0.019,-0.046,-1.16,-1.113,-0.7,0,-3,37,0,1
0.029,0.022,0.054,0.083,-0.66,-0.1,1.9,1.6,1,13,1,1
0.002,-0.003,0.001,0.004,1.07,1.81,-2.1,-1.7,1,112,1,1
-0.015,-0.016,0.003,-0.012,-2.4,-0.579,0.8,0,-2,-24,0,1
0.003,0.003,-0.018,-0.015,0.08,-1.051,0,0.5,1,-81,0,1
-0.025,-0.026,-0.037,-0.062,-0.43,0.226,-2.8,-1.6,-5,-99,0,0
-0.051,-0.042,0.021,-0.03,2.87,0.533,2.3,1.3,3,43,0,0
-0.022,-0.034,-0.034,-0.056,0.39,-0.191,3.5,-0.2,0,-19,0,1
0.016,0.002,-0.009,0.007,-2.17,-0.438,-0.6,-0.2,4,-5,1,0
0.001,-0.009,0.054,0.055,-1.3,0.301,-5.2,1.6,4,118,1,1
0,0.041,0.012,0.012,1.06,0.884,-0.3,-1.7,-3,-88,0,0
-0.006,0.007,0.029,0.022,4.41,2.176,-3.7,-2.9,2,179,0,0
-0.014,0.004,-0.07,-0.084,-3.26,-0.952,0,0.2,1,-85,-3,0
0.016,0.015,0.035,0.052,-0.56,-0.089,-3.3,-1.3,3,31,0,0
0.001,0.003,0.063,0.063,0.6,0.682,4.9,-0.1,1,16,0,0
-0.023,-0.011,-0.035,-0.057,-3.77,-1.554,-1.7,-4.2,-2,43,0,0
0.086,0.08,0.147,0.232,22.99,7.937,-11.8,-1,2,15,1,0
0,-0.002,-0.011,-0.01,-3.89,-1.324,0.6,2,2,114,1,1
-0.006,-0.005,0.028,0.022,0.74,0.115,2.5,1.2,-2,-22,0,0
0.007,0.004,0.005,0.012,3.44,2.241,10.3,-0.6,1,-79,0,0
-0.038,-0.048,-0.071,-0.108,0.17,0.481,3.5,0.5,-6,-109,0,0
-0.053,-0.047,0.01,-0.043,1.77,1.102,0,-0.5,3,41,0,1
-0.024,-0.031,-0.014,-0.038,-1.34,-0.69,3.6,0.5,0,-9,0,0
0.01,0.026,0.003,0.013,-0.91,-0.821,4,2.5,4,-7,1,0
0.018,0.007,0.086,0.104,1.9,0.563,1.2,-0.3,5,122,2,0
-0.051,-0.007,-0.062,-0.113,-8.36,-3.073,1.3,2.2,-4,-90,-1,1
0.001,-0.005,0.012,0.013,-0.33,-0.858,1.2,1.2,1,177,-1,0
-0.008,0.003,-0.057,-0.065,-1.2,0.304,-3.2,-0.2,2,-103,-2,1
0.013,0.008,0.022,0.036,2.34,0.709,4.9,-1.3,4,23,1,1
0.001,0.012,0.032,0.032,1.54,0.341,4.5,0.3,1,8,-1,1
-0.02,-0.015,0.01,-0.01,-2.05,-1.242,-7.4,-0.8,-1,35,1,0
0.019,0.013,0.029,0.048,-0.68,-0.863,-2,1.1,3,7,2,1
-0.008,-0.001,0.01,0.002,0.4,-0.731,-5.7,0.7,2,124,2,1
-0.029,-0.03,-0.004,-0.034,0.71,0.307,0,1,0,-30,1,0
0.033,0.017,0.015,0.048,-0.18,0.775,-1.1,-0.7,2,-83,1,1
-0.026,-0.032,-0.112,-0.137,-0.76,-0.136,-0.3,1.5,-7,-119,-1,0
-0.04,-0.034,0.04,0,-0.96,-0.045,0.4,-0.2,1,45,-1,0
-0.015,-0.028,-0.015,-0.029,1.95,0.865,3.9,0.7,1,-17,1,1
0.004,0.008,-0.006,-0.002,1.8,0.431,4,-0.3,3,-17,0,1
-0.005,-0.004,0.021,0.016,-0.79,-0.819,-6.4,1.2,2,73,1,1
-0.002,-0.024,-0.021,-0.023,-2.88,-1.501,-2.5,3,-1,-16,-2,0
-0.027,-0.049,-0.116,-0.143,1.24,0.414,5.8,0.2,2,69,0,0
-0.038,-0.041,-0.09,-0.128,-1.11,-0.173,-3.8,-0.8,-7,-152,0,1
-0.087,-0.066,-0.102,-0.189,1.72,0.898,-2.1,-0.9,-2,-68,0,0
-0.004,-0.015,-0.082,-0.086,-4.12,-2.519,-0.9,4.5,-3,-334,-3,1
-0.021,-0.068,-0.086,-0.108,-0.66,0.827,-2.9,-1.1,-5,17,0,1
0.012,0.039,0.07,0.081,3.15,1.523,-0.4,-2.2,1,135,1,0
0.001,-0.023,-0.041,-0.042,-0.65,-0.925,-2.4,1.6,1,75,1,0
-0.002,-0.024,-0.093,-0.095,-2.9,0.741,3.4,-1.7,-3,-15,0,1
0.026,0.001,0.046,0.072,4.57,1.779,-3.4,-0.1,-3,114,0,1
0.026,0.006,-0.049,-0.024,2.21,0.552,1.6,-0.8,-2,-66,0,0
0.018,-0.016,0.058,0.076,-1.27,-0.489,0.5,0.1,0,37,0,1
-0.015,-0.012,-0.027,-0.042,-1.14,-0.446,0.8,2.9,-2,-18,-2,0
0.001,-0.006,0.006,0.008,-1.72,-1.37,0.1,-0.4,-1,13,3,1
0.015,0.002,0.017,0.032,-1.41,-0.078,3.4,-0.5,1,67,0,0
-0.002,-0.009,0.006,0.004,1.17,0.881,4.9,0.8,1,100,0,1
-0.044,-0.025,-0.049,-0.092,-1.44,0.405,-0.4,-1.3,-4,-70,0,0
0.032,0.043,0.086,0.119,-0.89,-0.126,1.9,-0.9,-1,61,0,1
-0.012,-0.028,-0.088,-0.1,-5.11,-1.613,-0.1,2.8,-3,-332,-3,1
0.006,-0.018,0.037,0.043,0.81,0.83,-4.1,-4.8,-5,31,0,1
0.014,0.02,0,0.014,-5.34,-1.785,-1.4,0.6,0,129,1,0
-0.033,-0.037,-0.05,-0.083,1.82,1.026,1.3,0.5,1,51,2,0
0.013,0.017,0.009,0.021,-3.3,-3.507,7.7,2.5,-3,1,0,1
-0.02,-0.021,0.01,-0.011,1.23,0.862,3.6,-1.5,-3,122,0,0
0.022,0.011,-0.048,-0.025,-2.06,-0.615,-1.7,0,-2,-68,0,1
0.006,-0.015,0.057,0.064,-0.88,-0.066,2.7,0.4,0,43,0,1
0.022,0.005,0.035,0.057,0.03,-0.605,1.9,0.5,-4,-34,-3,0
0.002,0,0.007,0.009,-0.58,-0.325,0.4,-0.1,-1,23,3,0
0.036,0.009,0.026,0.062,2.78,1.387,1.6,-2.3,-1,65,-1,1
-0.036,-0.039,-0.109,-0.146,1.12,1.147,-6.8,-1.5,-6,-150,1,0
-0.004,-0.009,-0.004,-0.009,0.63,0.982,1.9,-2.3,1,110,0,1
-0.017,-0.009,0.007,-0.009,-0.25,-1.083,0.4,0.6,-5,-72,-1,0
0.024,0.028,0.062,0.086,1.84,0.747,-0.1,-1,-1,65,0,1
-0.014,-0.031,-0.104,-0.118,-4.66,-1.418,-3.2,0.4,-2,-330,-2,0
0.008,-0.015,0.045,0.053,-0.57,0.608,1.6,-2,-4,43,1,0
0.007,0.024,0.03,0.039,0.66,0.779,-1.6,0.2,-1,121,0,1
0.008,0.003,0.021,0.029,-0.33,-1.048,-3.1,0.8,-1,49,1,0
0.064,0.035,0.069,0.134,3.98,1.51,0,1.2,3,142,0,1
0.006,-0.004,-0.032,-0.026,1.75,1.139,-0.3,-0.9,-2,9,1,1
0.008,-0.004,0.02,0.028,-3.99,-0.873,-1.5,-1.1,-2,114,1,1
0.005,-0.015,0.024,0.028,-1.73,-0.373,-2.9,1,0,53,1,0
-0.015,-0.012,-0.034,-0.05,1.15,1.506,0.1,-1.1,1,19,4,1
0.002,-0.011,0.004,0.005,0.93,1.027,-1.9,-1.5,1,112,1,0
0.035,0.03,0.041,0.076,3.3,0.313,0.9,-0.5,3,130,0,0
-0.032,-0.046,-0.1,-0.133,0.51,-0.289,-3.5,0.3,0,-336,-1,0
0.052,0.04,0.052,0.104,0.86,0.209,-3.6,-2.3,-3,127,-1,0
0.028,0.014,0.069,0.097,-3.11,-3.464,10,2,0,51,0,1
0.048,0.028,0.064,0.112,5.33,2.801,-5.5,-2.3,5,152,0,1
-0.004,-0.006,-0.019,-0.023,5.16,2.151,-3,-1.6,-1,-39,0,1
-0.02,-0.021,-0.012,-0.032,3.14,3.453,-11.3,-2.8,-4,36,1,0
-0.012,-0.03,-0.025,-0.036,2.75,1.25,-2.4,-1.8,-2,-10,0,1
0,-0.005,-0.057,-0.057,-1.09,-1.007,0,3.1,0,-10,0,1
-0.012,-0.021,-0.056,-0.068,-2.1,-0.069,-0.4,-0.6,0,-117,0,0
-0.003,0.003,-0.019,-0.022,0.64,-0.545,-0.5,0,-5,-18,-3,0
0.041,0.037,0.006,0.046,-1.74,-0.814,0.2,0.3,-1,-42,1,1
-0.025,-0.024,-0.024,-0.049,-3.54,-0.494,0,-2.1,-4,87,0,0
0.022,0.029,-0.012,0.011,-2.2,-0.565,1.6,0.4,-7,-127,-1,0
0.029,0.017,0.064,0.093,0.34,0.343,0.3,-1.5,3,122,0,0
-0.001,-0.04,-0.089,-0.089,0.49,0.619,1,-1.9,-1,-176,0,0
0.018,-0.001,0.015,0.034,-6.74,-2.288,4.4,-1.4,-2,60,0,1
0.029,0.028,0.076,0.104,-1.58,-1.272,-5.7,0.8,-1,123,0,0
0.006,-0.015,0.029,0.035,-1.63,-0.52,-0.6,1.2,0,59,0,1
0.036,0.016,0.078,0.114,2.02,0.53,0.6,-0.3,5,166,1,1
0.034,0.015,0.024,0.059,1.27,0.727,1.5,-0.6,-2,-25,0,1
-0.046,-0.031,-0.055,-0.101,4.02,2.322,0,-2.1,-3,32,1,0
0.001,-0.021,-0.011,-0.011,-0.24,-0.026,-5.3,-0.5,-1,-8,0,1
0.01,0.001,-0.04,-0.029,2.45,1.014,5.9,2.9,0,0,0,0
-0.015,-0.031,-0.041,-0.055,-0.5,-1.019,1.5,3.4,-1,-125,0,1
0,0.001,-0.019,-0.02,-1.69,-1.242,-3.1,4,-5,-20,-3,0
-0.025,-0.015,-0.018,-0.044,-0.09,-0.886,-5.7,-0.4,-4,85,0,0
-0.019,-0.011,-0.06,-0.079,-0.48,-1.131,-1.7,1.3,-7,-133,-1,1
0.03,0.017,0.03,0.059,3.33,1.335,2.1,-1.3,2,110,-1,1
-0.003,-0.025,-0.068,-0.071,-0.56,-0.395,-2.5,1.3,-1,-186,0,0
0.006,-0.026,-0.067,-0.061,-0.83,0.475,0.5,-1.2,-1,62,0,0
0.023,0.022,0.044,0.067,0.52,-0.1,-9.1,-1.4,-1,121,0,1
0.044,0.029,0.081,0.126,-1.47,-1.018,-0.2,1.5,2,65,1,0
0.003,-0.006,0.035,0.038,-0.85,-1.113,4,1.8,5,182,2,1
0.039,0.009,0.015,0.053,-1.94,-0.175,0.4,0.9,0,-23,1,0
-0.018,-0.002,0.039,0.022,1.25,0.448,-2.1,1.8,-4,2,0,0
-0.023,-0.039,-0.061,-0.084,-0.14,1.139,4.2,-1.1,0,2,1,1
0.001,-0.003,-0.006,-0.004,-0.61,0.288,-1.6,-0.3,1,-4,1,0
-0.018,-0.043,-0.087,-0.104,-2.05,-1.139,5,-0.3,-1,-121,-1,1
0.052,0.052,0.033,0.085,-0.64,-0.832,-4.5,0.5,-5,-26,-4,0
0.04,0.036,0.05,0.09,-1.17,-0.292,0,1.5,1,-22,2,1
-0.05,-0.031,-0.038,-0.087,2.45,-0.702,1.4,2.8,-5,71,-1,0
-0.005,-0.029,-0.115,-0.12,1.17,1.434,0.4,-3.2,-8,-131,-2,0
0.024,0.007,0.05,0.075,-1.61,-0.684,-0.9,-0.6,1,114,-2,0
-0.004,-0.046,-0.072,-0.077,-1.07,0.056,-4.6,1.7,-1,-188,-1,0
-0.093,-0.11,-0.108,-0.199,2.75,1.96,-2.2,-2,1,60,1,1
0.054,0.049,0.139,0.193,1.46,0.19,0.5,-0.2,-3,125,-1,1
0.044,0.03,0.024,0.069,1.87,0.802,0.3,-0.1,5,79,-1,1
-0.04,-0.018,-0.035,-0.075,0.6,-0.063,-1.4,-0.2,2,-39,0,1
-0.017,-0.036,-0.071,-0.088,-0.42,0.014,-0.7,-0.6,-3,-41,-1,0
-0.055,-0.038,-0.061,-0.116,1.37,-1.627,5.9,4.3,-5,-33,-3,0
0.024,0.015,0.003,0.026,1.71,0.188,0.6,-1.3,2,24,-2,1
-0.007,0.017,-0.032,-0.039,1.48,0.766,-1.6,-1.2,-1,-39,0,0
-0.008,-0.013,-0.062,-0.068,0.12,1.087,-1.6,-2.6,1,-205,0,0
-0.03,-0.026,0,-0.03,0.81,0.727,0.7,-0.5,2,36,1,1
-0.008,0.003,-0.009,-0.016,1.1,0.112,0.4,0.9,0,69,0,0
-0.007,-0.031,-0.052,-0.059,-1.16,0.184,-1.7,-0.4,0,16,-1,0
0.085,0.063,0.141,0.226,2.03,1.696,-0.4,-1.9,5,81,-1,1
0.005,0.026,-0.004,0.001,2.55,0.881,0.2,0.7,3,-17,0,0
0.009,-0.018,-0.052,-0.044,0.56,0.837,2.4,0.2,-2,-57,-1,1
-0.008,-0.01,-0.049,-0.058,0.31,-0.619,-6.3,-0.5,0,-113,0,0
0,0.002,0.04,0.04,-1.96,-1.26,0.8,0.8,-5,-49,-3,0
0.007,0.014,0.033,0.04,-0.18,0.586,-1.4,-0.5,1,30,-2,1
0.013,0.024,-0.019,-0.006,0.12,-0.173,2.2,1.5,-2,-43,0,0
-0.027,-0.019,-0.002,-0.029,-1.56,-1.098,0.3,1.5,3,-17,0,0
-0.033,-0.038,-0.08,-0.113,-1.72,-1.019,1.5,2.3,-1,-211,0,1
-0.001,0.013,-0.006,-0.008,4.04,2.069,-1.2,-2.5,0,181,1,1
-0.03,-0.022,-0.02,-0.05,1.62,1.015,-1.4,-0.6,3,40,1,0
-0.013,-0.004,-0.033,-0.047,2.14,0.572,1.6,-0.6,0,49,0,1
-0.016,-0.034,-0.045,-0.061,1.53,0.41,-0.6,0.2,-1,4,-1,0
-0.03,-0.009,0.015,-0.015,0.5,-0.128,1.7,2.1,-2,15,1,1
0.012,0.005,0.04,0.052,0.42,-0.119,3.5,2.4,-2,105,-1,0
0.099,0.075,0.127,0.226,3.35,0.623,-2.7,1.6,6,85,0,1
0.001,0.015,0.024,0.024,-1.97,-0.256,-4.5,0.5,4,-21,1,0
-0.019,-0.037,-0.045,-0.065,1.17,0.896,-3.9,-0.7,-3,-53,-2,0
-0.079,-0.061,-0.083,-0.162,-1.46,-1.137,3.3,1.5,-6,-57,-4,0
0.011,0.001,-0.019,-0.008,3.12,0.149,-1.5,-1.1,2,32,-1,1
-0.048,-0.011,-0.066,-0.113,-0.12,-0.147,0.4,1.2,-2,-55,-1,1
-0.008,-0.008,-0.007,-0.015,-0.9,0.587,4.3,3,3,-21,0,0
-0.042,-0.044,-0.073,-0.116,0.64,0.715,4,1.4,-2,-209,-1,0
-0.002,0.024,0.02,0.018,3.54,4.132,-10.2,-2.7,0,183,1,1
-0.021,-0.019,-0.011,-0.032,0.74,0.768,0.6,-0.1,4,38,2,1
-0.006,0.013,0.03,0.023,1.92,1.689,1.2,-2.5,-1,53,-1,1
-0.023,-0.039,-0.02,-0.044,2.05,-0.105,1.7,2,-2,-8,-2,1
-0.01,0.009,0.048,0.038,-2.95,-1.479,-3.9,1.6,-2,19,1,1
0.002,-0.003,0.02,0.023,-0.99,-1.336,4.2,1.3,-2,101,-1,1
0.021,0.053,0.053,0.075,-0.26,-0.242,-0.6,-0.8,6,23,0,1
-0.01,-0.008,-0.049,-0.059,-2.06,0.154,1.4,-0.1,-1,-117,-1,0
0.024,0.032,-0.01,0.015,-0.61,-0.474,-2.5,-0.7,4,36,0,0
0.011,0.025,-0.006,0.004,-0.53,-0.604,0.9,1.9,-3,-94,-3,0
-0.007,0.018,0.019,0.012,0.32,-1.191,0.2,1.2,1,185,2,1
0.008,-0.004,0.005,0.013,0.08,0.696,1.6,-2.5,-3,-6,-3,1
-0.013,0.007,0.052,0.038,3,0.632,-6.1,1.5,-1,23,2,0
0.023,0.012,0.085,0.109,1.89,1.089,-1.7,-0.1,2,264,0,0
0.022,0.006,-0.005,0.017,-4.52,-1.761,0.6,0,2,-120,-3,1
0.011,0.024,0.015,0.026,-0.59,0.037,-1.2,-1,-4,-124,0,1
0.011,-0.003,0.011,0.021,3.42,2.613,-2.7,0,1,4,0,1
0.052,0.072,0.08,0.133,0.18,1.418,4,-2.5,5,27,0,0
-0.001,0.017,0.007,0.006,-0.83,0.105,-3.2,-1.5,3,-4,-3,1
0.013,-0.023,0.043,0.056,0.55,0.861,2.4,-0.4,1,89,1,1
-0.017,-0.034,-0.082,-0.097,3.96,1.85,0.9,-2.2,5,7,-2,1
0.025,0.034,0.055,0.08,0.12,-0.84,-2.6,1.1,1,20,0,0
-0.041,-0.035,-0.023,-0.063,-0.04,0.19,0.6,-0.2,-4,-85,0,0
0.001,0.032,-0.003,-0.002,-0.24,-0.398,1.2,0.3,1,11,0,0
-0.004,-0.012,-0.013,-0.015,2.14,0.156,0.4,1.9,2,-99,2,0
-0.049,-0.044,-0.06,-0.109,-1.85,-0.679,3.7,0.1,-1,-131,-2,0
0.007,0.018,0.063,0.07,1.59,0.553,2.1,0.3,3,262,0,1
0.022,0.05,0.106,0.127,2.13,1.412,-0.3,-1.9,2,219,0,0
0.019,0.006,0.012,0.031,-2.18,-0.685,1.9,-0.7,2,-118,-3,0
0.009,0.015,-0.024,-0.015,0.27,-0.108,-2.2,0.2,-4,-118,0,0
0.057,0.031,0.076,0.133,1.88,2.092,-0.9,-1.9,1,6,0,1
0.028,0.042,0.029,0.058,0.96,0.483,-3.8,-2.2,6,23,1,1
0.043,0.046,0.045,0.087,0.82,0.257,1.3,1.1,3,4,-3,0
0.012,-0.032,0.026,0.037,3.66,4.159,-7.7,-4,3,109,1,0
0.033,0.019,0.027,0.06,1.38,-0.353,-1.5,-1,4,13,-2,1
-0.012,-0.014,-0.005,-0.016,-2.82,-1.78,-2.8,0.6,-4,-36,1,0
0.041,0.039,0.057,0.097,-0.99,-1.699,0.3,1,1,-4,0,1
-0.017,-0.004,-0.016,-0.034,-3.24,-1.317,-1.1,0.9,-3,-89,0,1
0.001,0.027,-0.008,-0.008,0.51,-0.009,-1.2,-0.7,2,-1,0,1
-0.019,-0.005,-0.073,-0.093,-1.17,0.154,-2.2,-0.2,1,-105,2,1
-0.052,-0.049,-0.062,-0.114,-3.24,-1.367,0.2,1,-1,-135,-2,1
0.02,0.017,0.062,0.082,3.96,0.734,-2.2,0,1,278,-1,0
0.025,0.046,0.088,0.113,6.35,1.61,-0.6,-4.1,3,217,0,1
0.022,0.011,0.014,0.036,-6.58,-2.117,-2.8,1.2,2,-120,-2,0
-0.028,-0.028,-0.093,-0.12,-1.56,-0.107,-0.5,-0.6,-3,-166,1,1
0.025,0.014,0.055,0.08,0.87,0.697,-2.7,0.4,1,8,1,0
0.014,0.049,0.009,0.023,2.78,1.242,1.7,-0.7,5,25,0,1
0.004,0.023,0.04,0.045,2.81,1.296,4.2,-2.3,4,0,-2,1
0.017,-0.027,0.002,0.019,0.16,0.315,-2.3,-1.5,3,105,2,0
-0.025,-0.031,-0.069,-0.095,0.9,0.866,1,-1.2,4,15,-1,0
-0.008,-0.003,0.025,0.017,-3.91,-1.662,-1,1.3,-4,-52,1,1
0.004,-0.005,-0.022,-0.018,-0.59,-0.568,0.6,1.9,-1,0,-1,1
0.02,0.031,0.067,0.087,-1.06,0.216,-1.3,-0.6,-4,-87,-1,1
-0.01,0.001,-0.031,-0.041,1.32,-0.265,-1.3,0.3,0,3,-1,0
-0.014,-0.013,-0.023,-0.037,-1.18,-0.27,-1.4,0.3,0,-103,1,0
-0.051,-0.047,-0.049,-0.099,0.19,-0.232,0.9,0.8,-3,-133,-3,1
0.03,0.025,0.075,0.105,-0.54,-0.6,5.3,2,2,268,0,1
0.02,0.036,0.058,0.079,3,0.78,0.7,-1.2,2,225,-1,1
0.013,0.033,0.076,0.088,-1.42,0.447,5.3,-0.5,5,73,0,1
0.008,0.014,0.035,0.042,0.38,0.192,-0.1,-1,-1,3,-3,0
0.042,0.032,0.066,0.108,0.18,-0.154,0.4,-0.5,1,101,1,1
-0.056,-0.042,-0.049,-0.106,-2.27,-1.061,2.6,0.7,-4,41,0,1
-0.005,-0.031,0.015,0.01,1.23,0.914,3.7,-0.1,2,88,0,1
0.055,0.06,0.128,0.183,1.38,0.093,0.4,0.7,0,227,1,0
-0.012,-0.007,-0.023,-0.035,1.01,0.336,-3.4,-1,1,-114,0,1
0.036,0.041,0.075,0.111,0.56,-0.636,-2,1,4,79,0,1
0.01,0.006,0.022,0.031,-3.26,-0.821,-1.1,0.3,1,48,-1,0
-0.027,-0.001,-0.039,-0.065,-3.17,-1.104,-3.6,0.6,-3,-170,-2,0
0.004,0.007,-0.004,0,-6.9,-2.808,4.9,1.3,-2,1,-3,1
-0.029,-0.035,-0.093,-0.121,7.91,1.585,0.9,-4,-3,-75,0,1
0.011,-0.002,0.019,0.029,-1.4,-0.847,-1.2,0.4,2,-57,0,1
0.014,0.014,0.052,0.066,0.9,0.712,1.6,-0.8,0,103,1,1
-0.029,-0.025,-0.109,-0.136,-2.09,0.239,0.8,-1.4,-3,55,0,0
0,-0.01,0.021,0.022,0.53,0.07,0.3,-1.3,-1,36,0,0
-0.005,-0.01,0.019,0.014,-0.02,-1.012,1.6,-1.4,-2,-102,0,0
0.029,-0.003,-0.075,-0.046,0.74,-0.301,4.1,-1.3,-3,-247,-3,1
0.003,-0.023,0.022,0.025,-0.38,1.006,5.6,-2.4,1,96,0,0
0.068,0.055,0.108,0.176,0.5,-0.283,0.3,0.5,-1,217,1,1
-0.025,-0.009,-0.008,-0.033,-1.25,0.557,2.3,-1,-3,-22,0,0
-0.036,-0.028,-0.073,-0.108,-4.46,-2.359,-1.5,2.9,1,-106,0,0
0.02,0.028,0.087,0.108,6.86,4.429,-9.4,-2.1,4,87,1,1
-0.011,-0.016,-0.036,-0.048,0.98,-0.481,-1.2,0.6,1,40,-1,0
0.039,0.049,0.056,0.095,3.06,0.392,-3.1,-0.2,-3,-180,-2,1
-0.031,-0.019,-0.004,-0.035,-0.62,-0.954,5.6,3.3,-4,11,-4,0
-0.047,-0.028,-0.038,-0.085,-0.23,0.375,-1.3,-2.1,-3,-65,0,1
0.029,0.033,0.063,0.093,-1,-0.736,-2,-0.8,2,-53,0,0
0.028,0.008,0.039,0.067,1.29,0.633,-1.9,-0.6,1,107,2,0
0,0.006,-0.04,-0.04,2.35,0.553,-0.8,0.4,-1,51,1,0
-0.005,-0.027,-0.008,-0.013,-2.12,-1.04,-0.5,2.2,-1,18,0,0
-0.002,-0.011,-0.005,-0.008,3.7,2.872,0.9,-0.4,-2,-104,0,0
0.031,0.001,-0.054,-0.023,0.93,0.38,0.2,-1.2,-3,-245,-3,0
-0.015,-0.05,-0.047,-0.061,1.16,1.766,3.6,-1.1,2,90,1,0
0.057,0.054,0.134,0.191,3.97,1.237,-3,-1.3,-1,227,0,1
-0.022,-0.01,-0.006,-0.028,-0.34,-0.112,4.7,2.2,-3,-28,0,1
0.003,-0.007,0.019,0.022,-1.62,0.057,-1.4,0,2,-108,1,0
0.047,0.04,0.191,0.237,1.55,0.811,-3.1,-1.2,0,34,-2,0
0.008,0.039,0.003,0.009,-4.33,-2.642,0.8,0,-4,-178,-3,0
0.014,0.015,0.049,0.062,0.15,1.189,4,-1,-3,5,-3,0
0.028,0.026,0.026,0.055,0.16,-1.111,-2.1,2.2,-2,-53,1,1
0.011,0,0.013,0.024,-2.99,-1.672,-2.5,-0.4,3,-59,1,0
0.043,0.018,0.062,0.104,2.39,0.199,-4.2,-0.1,1,95,3,0
0.012,0,0.038,0.05,0.49,-0.29,-1.8,0.7,-2,10,-1,0
-0.006,-0.015,-0.014,-0.02,-1.68,-0.033,-0.2,-1.2,-2,-130,-1,1
0.035,0.006,-0.051,-0.015,-0.64,0.849,-1.5,0.9,-2,-267,-2,0
0.057,0.039,0.068,0.124,-0.66,-0.438,-3,0.2,1,243,1,0
-0.018,-0.012,-0.032,-0.05,-0.59,-0.632,1,0.9,-3,-18,-1,1
0.016,0.005,0.082,0.098,-6.11,-2.136,-2.6,2.8,2,117,5,1
0.022,0.013,0.118,0.14,3.04,1.078,2.8,-1,-1,30,0,1
0.034,0.042,0.063,0.096,-3.08,-0.976,-1.5,1.8,4,-35,-1,1
0.023,0.031,0.053,0.076,-3.05,-1.409,-0.6,1.2,-2,-58,0,1
-0.013,-0.021,-0.035,-0.048,-3.13,-0.584,-2.5,1.9,-4,-60,0,0
0.021,0.008,0.043,0.064,-0.61,1.029,1.6,-2.1,2,55,1,0
0.039,0.037,0.029,0.067,1.24,-0.387,0.4,-0.8,-3,-11,-3,1
0.024,0.01,0.033,0.057,0.33,0.653,2.6,-0.9,-1,2,0,0
0.012,0.016,-0.002,0.01,-0.18,-0.737,-3.2,-0.1,1,3,0,0
-0.033,-0.019,-0.08,-0.113,4.13,3.857,-8.5,-3.6,-2,-197,0,0
-0.033,-0.049,-0.052,-0.086,-2.26,-1.305,-0.4,2.8,-2,-185,0,1
