OBP Difference,AVG Difference,SLG Difference,OPS Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
0.023,0.009,0.021,0.045,-0.21,-0.595,-2.3,1.3,-1,-18,2,1
-0.006,-0.011,-0.073,-0.079,0.58,0.147,-5.7,-1.4,0,-169,-2,0
-0.031,-0.024,0.019,-0.012,-8.64,-5.039,11.9,5.4,2,39,0,1
-0.015,-0.006,-0.004,-0.019,-1.23,0.16,2.9,-0.2,1,23,1,1
0.013,0.014,0.031,0.043,2.63,2.008,1.9,-2.6,3,195,1,0
0.007,0.005,-0.01,-0.002,3.54,1.061,-1.2,-4,0,39,0,0
-0.015,-0.015,-0.042,-0.057,6.44,1.729,-4.7,-1.3,2,-77,0,0
0.042,0.039,0.058,0.1,-0.9,0.389,1.1,-0.2,-1,412,7,1
0.017,0.007,0.06,0.076,0.67,0.021,-6.9,-0.4,-1,-125,-4,0
0.037,0.04,0.109,0.146,1,0.104,2.4,-0.9,-1,174,1,1
0.026,0.035,0.011,0.038,0.01,-0.036,1.8,0.2,3,-79,-2,0
-0.017,-0.045,-0.03,-0.047,-1.77,-1.235,-2.8,-0.2,0,106,2,1
-0.006,-0.024,-0.003,-0.009,0.11,-0.121,1.2,0.8,-1,-6,3,1
-0.004,-0.009,0.016,0.012,-0.07,0.645,2.1,-2.1,2,41,1,1
-0.006,0.005,-0.003,-0.008,-0.07,0.083,1.1,0,1,-78,3,0
0.043,0.067,0.125,0.168,-2.46,-0.673,-2.5,0.5,-3,29,5,0
-0.055,-0.028,-0.071,-0.125,-3.79,-2.525,-4.9,4,-3,-228,-3,0
-0.029,-0.028,-0.086,-0.115,-0.86,1.12,1.7,-1.9,0,-79,-1,1
-0.011,-0.005,-0.023,-0.032,-0.37,-0.28,3.5,-0.2,1,-99,-3,0
-0.01,-0.009,0.013,0.003,-3.8,-0.996,-0.9,0.9,1,-126,2,1
-0.007,0.001,0.004,-0.003,-3.09,-1.355,-1.7,1.8,-2,-210,-7,1
-0.028,-0.015,-0.088,-0.116,-2.8,-0.144,0.6,0.1,0,-302,-8,1
0.035,0.006,0.016,0.05,0.9,0.649,-1.5,-0.7,2,182,-1,1
0.004,-0.005,0.008,0.012,-1.05,-0.621,-2,-0.2,-1,22,-1,0
-0.003,0.03,0.05,0.048,-1.58,-0.958,-2,1.7,-2,-70,0,0
-0.016,-0.011,-0.023,-0.039,0.6,-0.919,1,1.4,3,-140,-3,0
-0.037,-0.035,-0.044,-0.082,-0.87,-0.569,-1.1,0.5,-1,36,3,0
-0.042,-0.027,-0.061,-0.103,-1.49,-1.575,0,3,0,-80,3,0
-0.051,-0.025,-0.082,-0.133,-0.77,-0.814,-2.9,0.9,-2,-244,-3,0
-0.044,-0.022,-0.066,-0.11,-0.65,0.152,1.3,-0.1,-3,-200,-3,1
-0.028,-0.016,-0.015,-0.043,-0.77,-0.054,-2.3,-2.1,-2,-305,0,1
-0.037,-0.036,-0.03,-0.067,3.11,1.51,2.5,2.3,0,-359,0,0
-0.027,-0.017,-0.055,-0.081,0.49,0.259,0.1,-1.6,-1,-69,0,0
0.003,-0.013,0.006,0.009,-0.13,0.114,1.4,0.2,2,39,-4,1
-0.006,-0.008,0.003,-0.003,-3.14,-1.38,1.5,2.7,0,-122,2,1
-0.027,-0.007,-0.019,-0.045,0.28,-1.039,0.1,1.5,-2,-208,-7,1
-0.007,-0.002,-0.073,-0.079,1.23,0.638,1.9,-1.4,-1,-296,-8,1
0.013,-0.017,0.024,0.038,1.98,1.434,2.3,-0.1,3,186,-1,1
-0.005,-0.005,-0.008,-0.012,-1.35,-1.2,-2.3,0.8,1,18,-1,0
-0.005,0.026,0.044,0.039,2.17,-0.148,-1.8,1.7,0,-74,0,0
-0.068,-0.055,-0.102,-0.171,-0.84,0.23,-2.8,-1.5,3,-142,-3,0
-0.018,-0.021,-0.026,-0.044,-1.8,-2.044,-1.5,3.9,-1,18,3,0
-0.009,0.003,0.016,0.008,-1.78,-1.102,-2.4,0.8,-2,-92,2,1
-0.031,-0.005,-0.052,-0.083,-2.29,-1.206,-1.8,4.2,-3,-260,-4,1
-0.038,-0.019,-0.078,-0.116,0.86,0.245,1.9,0.1,-3,-182,-3,1
-0.043,-0.031,-0.045,-0.09,0.65,0.661,3.8,0.4,-2,-301,0,1
-0.035,-0.026,-0.057,-0.091,2.71,1.098,4.4,0.2,0,-369,0,0
-0.019,-0.019,-0.052,-0.072,-1.44,-0.126,-1.1,-0.8,-1,-75,0,0
0.016,0.011,0.006,0.022,1.08,0.011,-3,0.1,2,45,-4,1
-0.025,-0.005,-0.04,-0.065,-3.57,-1.179,-0.1,0.7,2,-120,3,1
-0.019,-0.001,-0.018,-0.038,-2.38,-1.448,-3.7,-0.3,-1,-194,-6,0
-0.001,-0.003,-0.049,-0.05,-0.39,0.42,0.4,-1.6,-1,-284,-7,1
0,-0.026,0.008,0.008,3.24,2.134,3.5,-0.6,4,194,0,0
0.009,-0.002,0.02,0.028,1.43,-0.001,-1.4,0.5,-1,16,-2,1
0.007,0.026,0.022,0.028,-2.05,-0.554,4.2,0.4,-1,-80,-1,1
-0.043,-0.029,-0.048,-0.091,-0.79,-0.342,-2.5,-0.1,2,-152,-4,1
-0.004,0.001,0.02,0.016,-4.18,-2.596,-5.1,0.3,-1,16,2,0
0.024,0.034,0.061,0.085,-0.05,-0.568,0.7,2,-3,-76,1,1
-0.057,-0.037,-0.077,-0.135,-1.94,-0.808,2,1.2,-3,-258,-5,0
-0.044,-0.019,-0.064,-0.108,0.34,-0.504,0.4,1.9,-2,-180,-2,1
0.008,0.017,0.045,0.053,-3.11,-0.521,-2.9,-0.1,-1,-297,1,0
-0.031,-0.033,-0.046,-0.077,3.87,3.932,-8.3,-3.1,-1,-375,-1,0
0.021,0.009,0.031,0.051,-1.6,-0.576,0,-2.7,-1,-83,-1,0
0.016,-0.003,0.02,0.035,1.7,0.524,-4.5,-1.5,3,47,-3,1
0.01,0.01,0.061,0.072,-3.78,-2.453,-0.5,3.2,1,147,4,0
0.004,0.002,-0.015,-0.012,-4.1,-2.138,-0.5,4.3,1,-132,0,1
0.033,0.029,0.098,0.131,-2.62,-0.736,0.7,0.3,0,281,0,1
0.007,0.015,0.025,0.033,-1.03,0.117,3.1,0,1,-19,-3,0
0.005,0.009,0.026,0.031,1.24,1.027,2.8,0.8,1,287,2,1
0.005,0.02,0.024,0.029,-4.13,-2.614,-6.6,0.6,-2,-133,0,1
-0.007,-0.005,-0.021,-0.028,-2.3,-0.484,-0.2,0.1,-1,39,0,0
0.029,0.01,-0.036,-0.008,1.99,-0.491,6.1,2.5,0,1,1,0
0.003,0.009,0.067,0.07,-0.1,0.033,2.5,-0.4,0,-171,-4,1
-0.034,-0.025,-0.016,-0.051,-0.36,-0.318,-0.7,0,0,-408,-8,0
0.041,0.036,0.102,0.144,0.81,-0.138,-1.4,-0.4,4,140,-1,0
0.005,0.011,0.019,0.024,0.14,0.607,1.4,-0.3,0,-12,-1,1
-0.008,0.002,0.04,0.032,-0.33,-0.072,5.3,1.3,1,135,4,1
-0.001,-0.001,0.012,0.011,1.35,0.149,-0.1,1.5,-3,177,8,1
-0.013,-0.01,-0.02,-0.033,0.54,-0.02,3.2,1.4,-1,-124,0,0
0.037,0.034,0.098,0.134,-2.52,-1.999,-1.5,0.8,0,291,0,1
-0.013,0.009,-0.016,-0.029,-0.85,0.295,2.7,-1.7,1,-21,-3,1
0.033,0.014,0.061,0.094,3.47,1.62,3.3,-1.3,1,291,2,1
-0.012,0.011,0.021,0.009,-2.92,-1.68,-6.3,2.6,-2,-131,0,0
0.015,0.018,0.01,0.026,-10.44,-4.259,-0.9,-2.3,0,29,0,1
0.037,0.015,0.011,0.048,0.48,0.036,2.8,0.5,0,-1,1,0
-0.034,-0.021,-0.008,-0.041,-1.5,-0.195,2.8,1.7,-1,-167,-4,1
-0.028,-0.03,-0.036,-0.065,-0.72,-0.225,-0.9,-0.2,0,-73,1,0
-0.035,-0.029,-0.064,-0.099,-1.08,-1.47,-0.7,1.1,1,-418,-8,0
0.027,0.025,-0.023,0.004,-1.32,0.227,3.9,-0.7,3,280,1,1
0.036,0.03,0.073,0.11,1.96,0.715,-0.2,-0.5,4,136,-1,1
0.003,0.016,0.036,0.039,-0.14,-0.468,1.6,2.2,0,-4,-1,1
0.02,0.017,0.067,0.087,1.16,-0.109,-2.5,0.6,-1,147,3,0
0.021,0.017,0.025,0.046,1.31,0.303,-0.8,-0.7,-3,203,8,0
0.021,0.014,0.041,0.062,-0.75,-0.786,3,2.3,1,-138,1,0
0.032,0.034,0.096,0.127,0.3,-0.03,-0.6,-0.3,1,293,1,0
0.006,0.017,0.057,0.062,-0.11,0.337,-0.3,-1.3,-1,-19,-4,0
-0.008,0.008,0.055,0.046,2.14,0.654,1.8,-1.3,2,295,3,1
-0.047,-0.025,-0.059,-0.106,0.24,0.033,2.3,1,0,-139,1,0
0.011,0.007,-0.014,-0.003,1.43,0.435,-1.3,-1.9,0,31,-1,1
0.003,-0.011,-0.037,-0.034,-1.69,-0.623,-0.4,1.1,-1,-9,0,1
0.036,0.036,0.118,0.153,-0.87,-0.269,-3.9,-1.7,0,-165,-3,1
-0.026,-0.047,-0.05,-0.077,0.63,0.19,-0.6,0.1,0,-85,1,0
-0.031,-0.029,-0.03,-0.061,3.58,3.175,-8.3,-0.9,0,-428,-9,0
0.043,0.048,0.03,0.073,1.75,0.743,-2.1,-1,3,288,1,0
0.021,0.013,0.056,0.077,-0.51,-0.232,0.7,0.9,3,140,-2,1
0.023,0.016,0.019,0.043,0.5,0.55,-1.9,-2.5,-2,191,9,0
0.048,0.036,0.102,0.149,-0.22,0.419,-2.7,1,2,213,-2,1
0.014,0.022,0.047,0.061,1.51,0.65,-1.7,-0.6,-2,86,-2,1
-0.024,-0.006,0.003,-0.021,-1.52,-0.587,0.1,-1.1,-1,-151,0,0
-0.033,-0.027,-0.105,-0.138,-1.7,-0.591,-1.7,1.8,-2,-349,-2,0
-0.007,-0.009,-0.031,-0.039,-0.27,0.064,-4.3,-0.4,-1,-148,1,1
-0.036,-0.053,-0.07,-0.106,0.87,0.559,0.8,-0.3,0,-95,0,1
-0.027,-0.011,-0.012,-0.039,-2.31,-1.722,-2.1,3,-4,-229,1,0
0.047,0.032,0.021,0.068,0.98,0.667,-0.6,-1.1,4,278,2,1
0.02,0.001,0.01,0.03,4.28,2.152,0.5,-2.1,-2,306,-1,1
0.02,0.007,0.035,0.056,1.62,-0.172,2,0.6,1,49,-2,0
-0.019,-0.013,-0.014,-0.033,2.17,-0.311,0.8,-0.2,3,223,-2,0
0,0.027,0.049,0.049,0.2,-0.232,-2.1,0,-2,-112,-2,0
0.023,0.031,0.073,0.096,0.5,0.961,0.1,-0.7,-1,88,-2,1
0.004,-0.012,0.04,0.044,-0.08,0.382,1,-1.4,4,175,-1,1
-0.037,-0.023,-0.131,-0.168,-1.33,-0.144,-3.8,-1.6,0,-363,-2,0
0.034,0.037,0.083,0.117,0.76,0.946,2,-3.5,-1,183,-1,1
-0.008,-0.014,-0.058,-0.066,0.45,0.214,-0.8,-0.3,-1,-142,1,1
0.015,0.001,-0.004,0.011,0.06,0.049,-1.8,-1,-3,298,-1,0
0.027,0.021,0.031,0.057,5.86,2.615,3.1,-3.2,2,179,-1,1
-0.034,-0.049,-0.059,-0.093,-0.92,-0.582,-0.3,0.4,0,-6,0,1
-0.012,-0.013,0.015,0.003,-2.74,-2.067,-5.9,2,-4,-237,1,1
0.01,0.005,0.025,0.034,0.25,0.301,3.9,-0.2,0,127,1,0
0.036,0.034,0.085,0.121,0.08,-0.578,-1,1.1,1,56,4,1
0.021,0.012,0.013,0.035,3.37,1.484,1.1,0.1,-2,318,-1,1
0.027,0.018,0.025,0.052,-1.08,0.206,2.9,1.8,0,45,-2,0
-0.006,-0.016,-0.018,-0.024,0.77,0.265,-1.7,-0.1,4,215,-1,1
-0.011,0.019,0.035,0.023,-1.83,-1.479,0.7,0.8,-2,-142,-2,1
0.015,0.017,0.031,0.047,-0.57,0.698,3.7,-1.5,0,90,-1,1
0.067,0.037,0.077,0.144,1.61,1.156,2.5,-1.1,4,179,-1,0
0.047,0.042,0.065,0.112,0.34,0.743,1,-0.8,-1,185,-1,0
-0.022,-0.017,-0.064,-0.086,-1.58,-0.544,3.2,0.2,1,-140,2,0
0.048,0.017,0.061,0.11,2.6,-0.222,0.5,0.9,-3,294,-1,0
0.021,0.004,-0.017,0.003,2.69,1.766,1.8,-1.6,3,183,-1,0
-0.005,-0.004,0.021,0.016,1.04,0.114,-0.5,1.8,-4,-225,0,1
-0.039,-0.013,-0.036,-0.075,-1.5,-0.027,0.2,-1.3,1,119,1,1
0.027,0.04,0.104,0.132,0.41,-0.344,-1.3,0.6,1,62,4,1
0.033,0.029,0.134,0.168,2.7,1.369,1.2,0.4,-2,324,0,1
0.009,0.001,0.019,0.028,4,1.267,1.2,-1.8,-2,43,-3,1
0.005,0,0.011,0.015,-2.75,0.033,-1.8,-0.4,4,229,-2,1
-0.005,0.014,0.015,0.009,-0.63,-0.962,-0.6,3.1,-2,-140,-3,1
0.021,0.025,0.037,0.058,-0.44,0.764,0.2,-3.9,1,94,0,1
0.041,0.042,0.088,0.129,3.55,1.975,0.9,-2.2,5,173,0,1
-0.001,0.007,-0.045,-0.046,-3.88,-1.902,-6.9,0.7,-2,-369,-4,0
0.062,0.056,0.099,0.161,-0.77,0.143,1.4,-0.3,1,183,0,0
0.003,-0.006,-0.056,-0.053,0.69,0.537,5.8,0.8,2,-142,3,0
0.03,0.019,0.034,0.063,-0.78,1.101,-0.9,-5.1,-5,292,-2,0
0.028,0.01,0.008,0.036,-0.37,-0.212,3.2,-1.1,5,181,0,1
-0.005,-0.018,-0.029,-0.034,-2.28,-0.7,-0.1,1.9,0,6,1,0
-0.008,0.002,0.031,0.023,-0.98,-0.253,-0.3,-0.1,-4,-219,1,0
0.012,0.008,0.007,0.019,-1.61,-0.406,2,0.9,-1,121,0,0
0.029,0.034,0.085,0.114,0.83,0.14,-1,0.1,1,66,5,1
-0.007,0.019,0.001,-0.006,-1.02,0.361,-3.6,-3.7,-5,-124,-2,1
-0.028,-0.032,-0.052,-0.08,0.2,-0.396,-0.3,1,-4,-258,0,0
-0.016,-0.033,-0.034,-0.051,-1.24,-0.37,-1.2,-0.9,0,-6,1,1
-0.02,-0.017,-0.034,-0.054,0.34,0.342,2.2,-0.1,2,-16,6,0
0.004,0.012,0.08,0.084,-0.64,-0.22,-2.4,1.2,0,129,-1,1
-0.029,-0.023,-0.087,-0.115,-3.24,-0.167,-3.9,-0.1,-5,-423,-7,0
0.014,0,0.027,0.041,0.59,-0.294,1.9,0.9,3,181,2,0
0.028,0.025,0.058,0.086,-0.34,0.244,-0.4,-0.3,2,175,-1,1
0.006,-0.004,0.014,0.019,0.41,0.241,2.2,0.7,-7,-122,-2,0
-0.051,-0.041,-0.07,-0.121,-0.03,-0.507,2.1,1.4,-4,-266,0,1
0.019,0.006,0.051,0.07,1.02,1.2,0.9,-2.3,2,270,2,1
0.02,0.036,0.063,0.083,-1.46,-0.976,-1.1,2.3,-3,-189,-7,0
-0.046,-0.038,-0.085,-0.131,-0.41,-0.138,-1.7,-0.1,-2,-163,0,0
-0.015,-0.003,-0.036,-0.051,-0.4,0.259,-2.4,-0.8,1,25,0,0
-0.001,-0.011,-0.056,-0.057,1.32,0.644,2.6,1.5,-3,72,4,1
0.035,0.021,0.034,0.068,0.47,1.135,-0.4,-1.4,5,428,3,1
-0.015,-0.017,-0.044,-0.058,1.13,0.678,-0.8,-2.5,1,-24,6,1
0.039,0.039,0.069,0.108,-0.63,-0.264,0.3,0.2,2,96,0,0
0.004,0.011,0.086,0.089,0.57,0.518,-2.6,0.8,0,131,-1,1
-0.035,-0.021,-0.085,-0.12,-3.71,-2.081,-1.2,0.3,-5,-435,-7,0
0.046,0.033,0.045,0.09,1.4,0.969,-3.9,-0.7,3,175,2,1
-0.008,-0.021,-0.024,-0.032,0.63,-0.43,-2.4,1.7,-3,31,4,0
0.011,0.014,0.006,0.017,0.22,-0.084,0.7,-0.7,2,177,-1,1
0.008,0.002,0.018,0.025,0.13,0.021,2.1,0.9,-5,-130,-1,0
-0.051,-0.04,-0.089,-0.14,-0.49,0.182,2.8,-0.5,-4,-254,-1,0
0.009,-0.003,0.039,0.048,0.63,0.335,3.4,0.6,2,272,2,1
0.009,0.028,0.045,0.054,-0.47,-0.675,-4.2,-0.2,-3,-193,-7,0
-0.043,-0.028,-0.059,-0.102,1.88,-0.769,-0.7,3.8,-2,-185,0,0
-0.048,-0.028,-0.096,-0.143,-0.19,0.066,-2.7,-1.2,1,17,0,1
-0.022,-0.023,-0.055,-0.076,-2.95,-2.751,11.1,1.7,-3,78,4,1
0.047,0.035,0.051,0.1,6.02,0.41,7,2.2,5,444,3,1
-0.003,-0.02,-0.037,-0.04,-0.75,-0.044,-1,-0.6,0,-16,5,0
0.028,0.046,0.038,0.066,-1.02,-0.655,-0.8,0.2,1,92,0,0
-0.003,0.009,0.078,0.075,-0.68,0.014,-0.3,0.7,1,133,0,1
-0.031,-0.021,-0.079,-0.11,-3.06,-1.628,-0.4,2.1,-5,-447,-7,1
0.05,0.027,0.068,0.117,1.52,1.244,4.3,-0.6,1,177,1,1
-0.013,-0.032,-0.006,-0.019,-1.78,-1.167,0.1,1.3,-3,45,4,1
0.017,0.012,0.049,0.067,1.32,1.956,3.8,-3.3,3,179,0,0
-0.004,-0.015,-0.014,-0.018,0.15,-0.587,-3.4,0.4,5,139,1,1
-0.058,-0.049,-0.094,-0.153,-2.51,-1.39,4.7,1.7,-3,-191,-1,1
-0.004,-0.023,-0.039,-0.043,0.88,0.175,1.6,0,-2,94,5,1
0.042,0.027,0.041,0.083,2.82,1.096,0.1,-1.8,5,448,4,0
-0.025,-0.037,-0.107,-0.132,-0.52,0.291,1.1,-0.6,-2,-76,-7,1
0.026,0.031,0.019,0.045,2.77,1.191,0.4,-0.3,1,80,-1,1
-0.013,-0.011,-0.029,-0.043,2.37,1.14,2.7,-1.5,4,-126,0,0
0.055,0.03,0.167,0.222,1.19,0.654,3.9,-1.4,2,382,4,0
-0.012,0.005,0.016,0.004,-1.19,-1.511,-5.2,0.9,-6,-339,0,0
-0.017,-0.025,-0.033,-0.051,-1.07,-0.102,1.6,1.3,1,-17,0,1
-0.009,-0.011,-0.028,-0.038,-2.18,-0.429,-2.3,-2,-1,-37,-2,0
-0.002,-0.014,-0.032,-0.034,1.92,1.111,-2.1,-1.2,-4,-240,0,0
-0.026,-0.021,-0.063,-0.088,-0.52,-1.08,-2.2,1.1,0,-58,0,0
0.027,0.036,0.064,0.09,1.21,0.769,1.3,-0.2,1,241,0,1
-0.01,0.002,0.029,0.019,1.67,1.039,-8.5,-1.1,5,143,1,0
-0.051,-0.035,-0.073,-0.124,-1.1,-0.447,2.6,0.8,-4,-290,0,0
-0.011,-0.015,0.001,-0.01,-1.3,-0.492,3.1,0.5,2,-62,4,0
0.019,0.039,0.048,0.067,-0.52,0.175,-2.9,-1.3,1,-172,-3,1
-0.025,-0.029,-0.086,-0.111,-1.1,-0.199,1.2,0,-3,-74,-7,1
0.011,-0.004,0.012,0.023,-0.42,-0.398,1.4,0.3,1,-122,0,1
-0.013,-0.007,-0.012,-0.025,-0.08,-0.193,1.7,1.1,3,-128,0,0
0.045,0.03,0.127,0.172,2.58,1.367,5.6,-0.9,3,374,4,1
-0.02,0.006,-0.019,-0.038,-2.37,-1.199,-2.7,-0.3,-5,-341,0,0
-0.004,-0.02,-0.096,-0.1,-2.62,-1.316,2.6,1.6,2,-15,0,0
-0.067,-0.034,-0.113,-0.179,-0.53,-0.899,0,0.6,-4,-93,-2,1
-0.015,-0.017,-0.049,-0.065,-4.33,-1.352,-0.7,1.7,1,-39,-2,0
-0.03,-0.015,-0.083,-0.114,-1.63,-0.393,-2.2,-0.7,-3,-248,0,1
-0.013,-0.015,-0.059,-0.071,-2.41,-2.143,-3.5,0.6,-1,-92,0,1
0.008,0.024,0.045,0.053,-3.86,-0.215,-1.5,0.1,0,249,0,0
0.004,-0.009,-0.016,-0.012,-0.8,-0.613,-1.8,0.1,5,137,2,1
-0.078,-0.041,-0.078,-0.156,-0.01,0.065,-0.8,-0.3,-4,-292,0,0
0.011,-0.008,0.014,0.025,3.04,1.558,-0.8,-5.4,2,-66,4,1
0.004,0.014,0.035,0.039,-0.76,-1.4,2.3,5.8,1,-158,-3,0
-0.015,-0.024,-0.078,-0.093,1.06,0.932,0.7,-1.3,-2,-58,-6,0
0.014,0.008,0.014,0.028,-1.91,-1.034,-2.8,1,1,-108,0,0
-0.051,-0.046,-0.112,-0.163,0.83,0.107,1.8,-1.5,0,-130,-2,0
0.032,0.027,0.108,0.138,-1.58,-1.083,-0.4,0.7,3,378,4,0
-0.035,-0.007,-0.02,-0.055,0.14,-0.738,-1.8,1.4,-6,-357,-2,1
0.012,0.017,-0.013,0,0.53,-0.026,-1.3,-0.6,2,-23,0,1
-0.006,-0.022,-0.014,-0.02,-0.44,-1.028,-2.5,3.1,-2,-77,0,0
0.007,-0.009,0.024,0.032,2.28,1.796,1.7,-1.4,-1,-47,-4,1
-0.035,-0.033,-0.076,-0.111,-1.02,-0.521,0.9,0.5,-3,-246,0,0
-0.053,-0.042,-0.114,-0.168,-0.17,0.147,-6.3,-2.2,-1,-74,0,1
0.002,0.013,0.034,0.036,-0.85,0.813,-3.1,-0.9,0,241,0,1
-0.005,-0.004,0.023,0.017,2.44,1.074,0.4,-1.1,4,143,2,0
-0.076,-0.059,-0.118,-0.193,-3.82,-0.678,-3.4,-0.6,-5,-302,-2,0
-0.001,-0.01,0.012,0.011,1.36,0.298,-1.5,-0.5,3,-50,4,1
0.026,0.036,0.057,0.083,-2.77,-0.579,-5,-1.4,0,-164,-3,1
-0.028,-0.029,-0.077,-0.106,0.27,0.633,0.8,-2,-3,-68,-6,1
-0.018,-0.03,-0.03,-0.048,1.29,2.571,-5.1,0,-1,-112,0,0
